timestamp,user_id,password_attempt,dictionary_flag,hmac_valid,password_valid,failed_attempts,vulnerability_score,attack_type,password_entropy,label,time_gap
1774376770,karen,aaaaa,1,True,False,1,0.02,dictionary,23.502198590705458,1,1.0
1774376770,karen,lionel,1,True,False,2,0.04,dictionary,28.202638308846552,1,0.0
1774376770,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,0.0
1774376772,frank,12369874,1,True,False,4,0.08,dictionary,26.575424759098897,1,2.0
1774376775,bob,joyful,1,True,False,2,0.04,dictionary,28.202638308846552,1,3.0
1774376778,karen,debbie,1,True,False,3,0.06,dictionary,28.202638308846552,1,3.0
1774376780,isabel,coolness,1,True,False,1,0.02,dictionary,37.603517745128734,1,2.0
1774376783,jack,mierda,1,True,False,2,0.04,dictionary,28.202638308846552,1,3.0
1774376786,karen,IronHorse#77$,0,True,True,0,0.0,legitimate,85.2096550718093,0,3.0
1774376786,karen,IronHorse#77$,0,True,True,0,0.0,replay,85.2096550718093,1,0.0
1774376786,frank,copito,1,True,False,5,0.1,dictionary,28.202638308846552,1,0.0
1774376787,henry,pasodeblas,1,True,False,3,0.06,dictionary,47.004397181410916,1,1.0
1774376787,jack,daughter,1,True,False,3,0.06,dictionary,37.603517745128734,1,0.0
1774376787,bob,farhana,1,True,False,3,0.06,dictionary,32.90307802698764,1,0.0
1774376787,alice,kaitlyn,1,True,False,1,0.175,dictionary,32.90307802698764,1,0.0
1774376787,leo,kassie,1,True,False,2,0.04,dictionary,28.202638308846552,1,0.0
1774376787,isabel,6543210,1,True,False,2,0.04,dictionary,23.253496664211536,1,0.0
1774376788,leo,april11,1,True,False,3,0.06,dictionary,36.18947501009619,1,1.0
1774376788,alice,critter,1,True,False,2,0.195,dictionary,32.90307802698764,1,0.0
1774376788,charlie,peter,1,True,False,1,0.02,dictionary,23.502198590705458,1,0.0
1774376788,david,StrongPass!99,0,True,True,0,0.0,legitimate,85.2096550718093,0,0.0
1774376791,leo,Phoenix_Fire!123,0,True,True,0,0.0,legitimate,104.8734216268422,0,3.0
1774376793,bob,leanna,1,True,False,4,0.08,dictionary,28.202638308846552,1,2.0
1774376793,bob,Secure@456,0,True,True,0,0.0,legitimate,65.54588851677637,0,0.0
1774376797,alice,admin123,0,True,True,0,0.155,legitimate,41.3594000115385,0,4.0
1774376801,david,StrongPass!99,0,True,True,0,0.0,legitimate,85.2096550718093,0,4.0
1774376801,david,StrongPass!99,0,True,True,0,0.0,replay,85.2096550718093,1,0.0
1774376802,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,1.0
1774376805,karen,IronHorse#77$,0,True,True,0,0.0,legitimate,85.2096550718093,0,3.0
1774376808,frank,T!gerLily#2026,0,True,True,0,0.0,legitimate,91.76424392348693,0,3.0
1774376808,frank,T!gerLily#2026,0,True,True,0,0.0,replay,91.76424392348693,1,0.0
1774376808,david,1234568,1,True,False,1,0.02,dictionary,23.253496664211536,1,0.0
1774376811,eva,linda,1,True,False,1,0.089,dictionary,23.502198590705458,1,3.0
1774376814,bob,nebraska,1,True,False,1,0.02,dictionary,37.603517745128734,1,3.0
1774376816,henry,williams1,1,True,False,4,0.08,dictionary,46.529325012980806,1,2.0
1774376819,charlie,emily1,1,True,False,2,0.04,dictionary,31.019550008653873,1,3.0
1774376822,jack,Sun&Moon_2025!,0,True,True,0,0.0,legitimate,91.76424392348693,0,3.0
1774376825,bob,Secure@456,0,True,True,0,0.0,legitimate,65.54588851677637,0,3.0
1774376827,jack,Sun&Moon_2025!,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774376829,mia,college,1,True,False,2,0.04,dictionary,32.90307802698764,1,2.0
1774376832,karen,luckyme,1,True,False,1,0.02,dictionary,32.90307802698764,1,3.0
1774376837,karen,believe,1,True,False,2,0.04,dictionary,32.90307802698764,1,5.0
1774376840,jack,MICKEY,1,True,False,1,0.02,dictionary,28.202638308846552,1,3.0
1774376842,eva,aimee,1,True,False,2,0.109,dictionary,23.502198590705458,1,2.0
1774376845,grace,C0smic$Ray_88,0,True,True,0,0.0,legitimate,85.2096550718093,0,3.0
1774376847,david,StrongPass!99,0,True,True,0,0.0,legitimate,85.2096550718093,0,2.0
1774376849,eva,letmein123,0,True,True,0,0.069,legitimate,51.69925001442312,0,2.0
1774376852,karen,IronHorse#77$,0,True,True,0,0.0,legitimate,85.2096550718093,0,3.0
1774376855,frank,merlin,1,True,False,1,0.02,dictionary,28.202638308846552,1,3.0
1774376855,nathan,princes,1,True,False,1,0.02,dictionary,32.90307802698764,1,0.0
1774376856,frank,T!gerLily#2026,0,True,True,0,0.0,legitimate,91.76424392348693,0,1.0
1774376859,charlie,estefani,1,True,False,3,0.06,dictionary,37.603517745128734,1,3.0
1774376862,frank,aquamarine,1,True,False,1,0.02,dictionary,47.004397181410916,1,3.0
1774376864,henry,baby10,1,True,False,5,0.1,dictionary,31.019550008653873,1,2.0
1774376867,jack,planet,1,True,False,2,0.04,dictionary,28.202638308846552,1,3.0
1774376872,nathan,flaquita,1,True,False,2,0.04,dictionary,37.603517745128734,1,5.0
1774376875,charlie,Qwerty@789,0,True,True,0,0.0,legitimate,65.54588851677637,0,3.0
1774376878,jack,Sun&Moon_2025!,0,True,True,0,0.0,legitimate,91.76424392348693,0,3.0
1774376880,mia,OceanWave$456!,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774376882,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774376884,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774376886,charlie,Qwerty@789,0,True,True,0,0.0,legitimate,65.54588851677637,0,2.0
1774376886,charlie,Qwerty@789,0,True,True,0,0.0,replay,65.54588851677637,1,0.0
1774376887,nathan,Galaxy@Storm99,0,True,True,0,0.0,legitimate,91.76424392348693,0,1.0
1774376887,nathan,Galaxy@Storm99,0,True,True,0,0.0,replay,91.76424392348693,1,0.0
1774376888,eva,letmein123,0,True,True,0,0.069,legitimate,51.69925001442312,0,1.0
1774376891,olivia,brianne,1,True,False,2,0.04,dictionary,32.90307802698764,1,3.0
1774376894,isabel,taylor12,1,True,False,1,0.02,dictionary,41.3594000115385,1,3.0
1774376896,jack,casablanca,1,True,False,1,0.02,dictionary,47.004397181410916,1,2.0
1774376899,karen,reggaeton,1,True,False,1,0.02,dictionary,42.303957463269825,1,3.0
1774376901,olivia,tomtom,1,True,False,3,0.06,dictionary,28.202638308846552,1,2.0
1774376907,charlie,soccer21,1,True,False,1,0.02,dictionary,41.3594000115385,1,6.0
1774376907,mia,OceanWave$456!,0,True,True,0,0.0,legitimate,91.76424392348693,0,0.0
1774376910,charlie,landrover,1,True,False,2,0.04,dictionary,42.303957463269825,1,3.0
1774376911,alice,admin123,0,True,True,0,0.155,legitimate,41.3594000115385,0,1.0
1774376911,alice,admin123,0,True,True,0,0.155,replay,41.3594000115385,1,0.0
1774376912,henry,BlueSky!7Clouds,0,True,True,0,0.0,legitimate,98.31883277516457,0,1.0
1774376915,alice,admin123,0,True,True,0,0.155,legitimate,41.3594000115385,0,3.0
1774376915,alice,admin123,0,True,True,0,0.155,replay,41.3594000115385,1,0.0
1774376915,alice,admin123,0,True,True,0,0.155,legitimate,41.3594000115385,0,0.0
1774376917,isabel,collin,1,True,False,2,0.04,dictionary,28.202638308846552,1,2.0
1774376920,bob,iloveme123,1,True,False,1,0.02,dictionary,51.69925001442312,1,3.0
1774376923,mia,craig,1,True,False,1,0.02,dictionary,23.502198590705458,1,3.0
1774376925,olivia,mimama,1,True,False,4,0.08,dictionary,28.202638308846552,1,2.0
1774376928,nathan,apple1,1,True,False,1,0.02,dictionary,31.019550008653873,1,3.0
1774376930,frank,T!gerLily#2026,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774376934,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,4.0
1774376936,eva,leonardo,1,True,False,1,0.089,dictionary,37.603517745128734,1,2.0
1774376937,isabel,jaylin,1,True,False,1,0.02,dictionary,28.202638308846552,1,1.0
1774376937,henry,Arsenal,1,True,False,1,0.02,dictionary,39.90307802698764,1,0.0
1774376937,nathan,austin316,1,True,False,2,0.04,dictionary,46.529325012980806,1,0.0
1774376937,leo,oxford,1,True,False,1,0.02,dictionary,28.202638308846552,1,0.0
1774376937,alice,thebitch,1,True,False,1,0.175,dictionary,37.603517745128734,1,0.0
1774376937,olivia,goldberg,1,True,False,5,0.1,dictionary,37.603517745128734,1,0.0
1774376940,david,bhaby,1,True,False,1,0.02,dictionary,23.502198590705458,1,3.0
1774376940,leo,1a2b3c,1,True,False,2,0.04,dictionary,31.019550008653873,1,0.0
1774376940,henry,Andrew,1,True,False,2,0.04,dictionary,34.20263830884655,1,0.0
1774376940,karen,tyler2,1,True,False,2,0.04,dictionary,31.019550008653873,1,0.0
1774376943,frank,bribri,1,True,False,1,0.02,dictionary,28.202638308846552,1,3.0
1774376946,david,nothing1,1,True,False,2,0.04,dictionary,41.3594000115385,1,3.0
1774376948,bob,betty1,1,True,False,2,0.04,dictionary,31.019550008653873,1,2.0
1774376951,jack,desmond,1,True,False,2,0.04,dictionary,32.90307802698764,1,3.0
1774376954,charlie,Qwerty@789,0,True,True,0,0.0,legitimate,65.54588851677637,0,3.0
1774376956,karen,connor,1,True,False,3,0.06,dictionary,28.202638308846552,1,2.0
1774376957,bob,Secure@456,0,True,True,0,0.0,legitimate,65.54588851677637,0,1.0
1774376960,nathan,albert,1,True,False,3,0.06,dictionary,28.202638308846552,1,3.0
1774376962,grace,chick,1,True,False,1,0.02,dictionary,23.502198590705458,1,2.0
1774376965,david,ursulet,1,True,False,3,0.06,dictionary,32.90307802698764,1,3.0
1774376968,charlie,lamar,1,True,False,1,0.02,dictionary,23.502198590705458,1,3.0
1774376970,mia,gabby1,1,True,False,2,0.04,dictionary,31.019550008653873,1,2.0
1774376975,isabel,bananas1,1,True,False,2,0.04,dictionary,41.3594000115385,1,5.0
1774376976,olivia,terserah,1,True,False,6,0.12,dictionary,37.603517745128734,1,1.0
1774376979,mia,stunna,1,True,False,3,0.06,dictionary,28.202638308846552,1,3.0
1774376981,olivia,gerson,1,True,False,7,0.14,dictionary,28.202638308846552,1,2.0
1774376984,eva,jesusc,1,True,False,2,0.109,dictionary,28.202638308846552,1,3.0
1774376987,alice,nessa,1,True,False,2,0.195,dictionary,23.502198590705458,1,3.0
1774376989,frank,T!gerLily#2026,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774376992,charlie,Qwerty@789,0,True,True,0,0.0,legitimate,65.54588851677637,0,3.0
1774376994,alice,dance,1,True,False,3,0.215,dictionary,23.502198590705458,1,2.0
1774376997,isabel,spongecola,1,True,False,3,0.06,dictionary,47.004397181410916,1,3.0
1774377000,henry,getmoney1,1,True,False,3,0.06,dictionary,46.529325012980806,1,3.0
1774377002,mia,blake,1,True,False,4,0.08,dictionary,23.502198590705458,1,2.0
1774377005,grace,ilovekevin,1,True,False,2,0.04,dictionary,47.004397181410916,1,3.0
1774377011,david,hellyeah,1,True,False,4,0.08,dictionary,37.603517745128734,1,6.0
1774377011,karen,martie,1,True,False,4,0.08,dictionary,28.202638308846552,1,0.0
1774377011,leo,mikhail,1,True,False,3,0.06,dictionary,32.90307802698764,1,0.0
1774377011,olivia,kittens,1,True,False,8,0.16,dictionary,32.90307802698764,1,0.0
1774377011,karen,elsalvador,1,True,False,5,0.1,dictionary,47.004397181410916,1,0.0
1774377011,bob,ANDREA,1,True,False,1,0.02,dictionary,28.202638308846552,1,0.0
1774377012,olivia,millie1,1,True,False,9,0.18,dictionary,36.18947501009619,1,1.0
1774377012,mia,nirvana1,1,True,False,5,0.1,dictionary,41.3594000115385,1,0.0
1774377012,david,washington,1,True,False,5,0.1,dictionary,47.004397181410916,1,0.0
1774377012,charlie,cookies,1,True,False,1,0.02,dictionary,32.90307802698764,1,0.0
1774377012,alice,admin123,0,True,True,0,0.155,legitimate,41.3594000115385,0,0.0
1774377014,grace,C0smic$Ray_88,0,True,True,0,0.0,legitimate,85.2096550718093,0,2.0
1774377016,david,StrongPass!99,0,True,True,0,0.0,legitimate,85.2096550718093,0,2.0
1774377019,leo,Phoenix_Fire!123,0,True,True,0,0.0,legitimate,104.8734216268422,0,3.0
1774377021,charlie,majito,1,True,False,2,0.04,dictionary,28.202638308846552,1,2.0
1774377021,isabel,stephany,1,True,False,4,0.08,dictionary,37.603517745128734,1,0.0
1774377022,isabel,startrek,1,True,False,5,0.1,dictionary,37.603517745128734,1,1.0
1774377022,charlie,slimjim,1,True,False,3,0.06,dictionary,32.90307802698764,1,0.0
1774377022,henry,bubbly,1,True,False,4,0.08,dictionary,28.202638308846552,1,0.0
1774377022,david,vladimir,1,True,False,1,0.02,dictionary,37.603517745128734,1,0.0
1774377022,olivia,falcon,1,True,False,10,0.2,dictionary,28.202638308846552,1,0.0
1774377022,leo,daisuke,1,True,False,1,0.02,dictionary,32.90307802698764,1,0.0
1774377022,grace,redline,1,True,False,1,0.02,dictionary,32.90307802698764,1,0.0
1774377023,isabel,543210,1,True,False,6,0.12,dictionary,19.931568569324174,1,1.0
1774377023,olivia,saturn,1,True,False,11,0.2,dictionary,28.202638308846552,1,0.0
1774377023,eva,cardiff,1,True,False,3,0.129,dictionary,32.90307802698764,1,0.0
1774377026,karen,slapshock,1,True,False,6,0.12,dictionary,42.303957463269825,1,3.0
1774377029,henry,789654,1,True,False,5,0.1,dictionary,19.931568569324174,1,3.0
1774377031,charlie,kerry,1,True,False,4,0.08,dictionary,23.502198590705458,1,2.0
1774377034,david,chicken1,1,True,False,2,0.04,dictionary,41.3594000115385,1,3.0
1774377037,olivia,ShadowWolf!2026,0,True,True,0,0.0,legitimate,98.31883277516457,0,3.0
1774377039,olivia,baluga,1,True,False,1,0.02,dictionary,28.202638308846552,1,2.0
1774377040,mia,radcliffe,1,True,False,6,0.12,dictionary,42.303957463269825,1,1.0
1774377040,david,labrador,1,True,False,3,0.06,dictionary,37.603517745128734,1,0.0
1774377040,jack,iamsexy,1,True,False,3,0.06,dictionary,32.90307802698764,1,0.0
1774377040,olivia,angel25,1,True,False,2,0.04,dictionary,36.18947501009619,1,0.0
1774377040,david,pookey,1,True,False,4,0.08,dictionary,28.202638308846552,1,0.0
1774377041,frank,peanut1,1,True,False,1,0.02,dictionary,36.18947501009619,1,1.0
1774377041,bob,tekieromucho,1,True,False,2,0.04,dictionary,56.405276617693104,1,0.0
1774377041,leo,march15,1,True,False,2,0.04,dictionary,36.18947501009619,1,0.0
1774377041,leo,fuckit1,1,True,False,3,0.06,dictionary,36.18947501009619,1,0.0
1774377041,nathan,sublime,1,True,False,4,0.08,dictionary,32.90307802698764,1,0.0
1774377041,david,StrongPass!99,0,True,True,0,0.0,legitimate,85.2096550718093,0,0.0
1774377042,david,StrongPass!99,0,True,True,0,0.0,replay,85.2096550718093,1,1.0
1774377042,olivia,ShadowWolf!2026,0,True,True,0,0.0,legitimate,98.31883277516457,0,0.0
1774377048,henry,BlueSky!7Clouds,0,True,True,0,0.0,legitimate,98.31883277516457,0,6.0
1774377048,henry,BlueSky!7Clouds,0,True,True,0,0.0,replay,98.31883277516457,1,0.0
1774377049,grace,C0smic$Ray_88,0,True,True,0,0.0,legitimate,85.2096550718093,0,1.0
1774377052,henry,famous1,1,True,False,1,0.02,dictionary,36.18947501009619,1,3.0
1774377054,leo,Amanda,1,True,False,4,0.08,dictionary,34.20263830884655,1,2.0
1774377057,isabel,smiley1,1,True,False,7,0.14,dictionary,36.18947501009619,1,3.0
1774377060,henry,brayden1,1,True,False,2,0.04,dictionary,41.3594000115385,1,3.0
1774377062,olivia,snuggles,1,True,False,1,0.02,dictionary,37.603517745128734,1,2.0
1774377065,henry,BlueSky!7Clouds,0,True,True,0,0.0,legitimate,98.31883277516457,0,3.0
1774377066,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,1.0
1774377069,bob,Secure@456,0,True,True,0,0.0,legitimate,65.54588851677637,0,3.0
1774377069,bob,Secure@456,0,True,True,0,0.0,replay,65.54588851677637,1,0.0
1774377070,karen,lucy123,1,True,False,7,0.14,dictionary,36.18947501009619,1,1.0
1774377070,bob,adelina,1,True,False,1,0.02,dictionary,32.90307802698764,1,0.0
1774377070,mia,happyface,1,True,False,7,0.14,dictionary,42.303957463269825,1,0.0
1774377070,olivia,joyful,1,True,False,2,0.04,dictionary,28.202638308846552,1,0.0
1774377070,frank,shortie,1,True,False,2,0.04,dictionary,32.90307802698764,1,0.0
1774377071,charlie,buddy12,1,True,False,5,0.1,dictionary,36.18947501009619,1,1.0
1774377071,isabel,carly,1,True,False,1,0.02,dictionary,23.502198590705458,1,0.0
1774377071,charlie,cutes,1,True,False,6,0.12,dictionary,23.502198590705458,1,0.0
1774377071,grace,aaliyah,1,True,False,1,0.02,dictionary,32.90307802698764,1,0.0
1774377071,jack,marshall,1,True,False,4,0.08,dictionary,37.603517745128734,1,0.0
1774377072,charlie,Qwerty@789,0,True,True,0,0.0,legitimate,65.54588851677637,0,1.0
1774377074,eva,bentley,1,True,False,4,0.149,dictionary,32.90307802698764,1,2.0
1774377076,jack,iloveadam,1,True,False,5,0.1,dictionary,42.303957463269825,1,2.0
1774377082,grace,martie,1,True,False,2,0.04,dictionary,28.202638308846552,1,6.0
1774377084,eva,drummer1,1,True,False,5,0.169,dictionary,41.3594000115385,1,2.0
1774377087,eva,RockYou,1,True,False,6,0.189,dictionary,39.90307802698764,1,3.0
1774377090,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,3.0
1774377093,leo,Phoenix_Fire!123,0,True,True,0,0.0,legitimate,104.8734216268422,0,3.0
1774377096,grace,C0smic$Ray_88,0,True,True,0,0.0,legitimate,85.2096550718093,0,3.0
1774377098,alice,elijah1,1,True,False,1,0.175,dictionary,36.18947501009619,1,2.0
1774377099,olivia,silent,1,True,False,3,0.06,dictionary,28.202638308846552,1,1.0
1774377099,jack,afonso,1,True,False,6,0.12,dictionary,28.202638308846552,1,0.0
1774377099,bob,143444,1,True,False,2,0.04,dictionary,19.931568569324174,1,0.0
1774377099,jack,maicol,1,True,False,7,0.14,dictionary,28.202638308846552,1,0.0
1774377099,bob,jamess,1,True,False,3,0.06,dictionary,28.202638308846552,1,0.0
1774377099,alice,sexyme1,1,True,False,2,0.195,dictionary,36.18947501009619,1,0.0
1774377100,mia,gerson,1,True,False,8,0.16,dictionary,28.202638308846552,1,1.0
1774377100,karen,robin,1,True,False,8,0.16,dictionary,23.502198590705458,1,0.0
1774377100,nathan,lingling,1,True,False,5,0.1,dictionary,37.603517745128734,1,0.0
1774377100,frank,chipper,1,True,False,3,0.06,dictionary,32.90307802698764,1,0.0
1774377100,charlie,Qwerty@789,0,True,True,0,0.0,legitimate,65.54588851677637,0,0.0
1774377103,jack,suplada,1,True,False,8,0.16,dictionary,32.90307802698764,1,3.0
1774377105,karen,asdfgh,1,True,False,9,0.18,dictionary,28.202638308846552,1,2.0
1774377108,grace,123456789012345,1,True,False,1,0.02,dictionary,49.82892142331043,1,3.0
1774377111,eva,romina,1,True,False,7,0.209,dictionary,28.202638308846552,1,3.0
1774377113,david,pollita,1,True,False,1,0.02,dictionary,32.90307802698764,1,2.0
1774377116,jack,Sun&Moon_2025!,0,True,True,0,0.0,legitimate,91.76424392348693,0,3.0
1774377118,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774377121,jack,stefani,1,True,False,1,0.02,dictionary,32.90307802698764,1,3.0
1774377121,jack,lovepink,1,True,False,2,0.04,dictionary,37.603517745128734,1,0.0
1774377121,olivia,chronic,1,True,False,4,0.08,dictionary,32.90307802698764,1,0.0
1774377121,isabel,violet,1,True,False,1,0.02,dictionary,28.202638308846552,1,0.0
1774377121,jack,monkey13,1,True,False,3,0.06,dictionary,41.3594000115385,1,0.0
1774377121,grace,yankee1,1,True,False,2,0.04,dictionary,36.18947501009619,1,0.0
1774377122,jack,froilan,1,True,False,4,0.08,dictionary,32.90307802698764,1,1.0
1774377122,karen,1111111111,1,True,False,10,0.2,dictionary,33.219280948873624,1,0.0
1774377122,henry,999999999,1,True,False,1,0.02,dictionary,29.89735285398626,1,0.0
1774377122,henry,monkeys,1,True,False,2,0.04,dictionary,32.90307802698764,1,0.0
1774377122,nathan,Galaxy@Storm99,0,True,True,0,0.0,legitimate,91.76424392348693,0,0.0
1774377125,isabel,Quantum@Leap42,0,True,True,0,0.0,legitimate,91.76424392348693,0,3.0
1774377127,nathan,Galaxy@Storm99,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774377127,nathan,Galaxy@Storm99,0,True,True,0,0.0,replay,91.76424392348693,1,0.0
1774377132,charlie,kelly1,1,True,False,1,0.02,dictionary,31.019550008653873,1,5.0
1774377135,mia,daddyyankee,1,True,False,9,0.18,dictionary,51.70483689955201,1,3.0
1774377137,nathan,joana,1,True,False,1,0.02,dictionary,23.502198590705458,1,2.0
1774377140,david,emmanuel,1,True,False,2,0.04,dictionary,37.603517745128734,1,3.0
1774377143,frank,tomtom,1,True,False,4,0.08,dictionary,28.202638308846552,1,3.0
1774377145,frank,T!gerLily#2026,0,True,True,0,0.0,legitimate,91.76424392348693,0,2.0
1774377147,eva,letmein123,0,True,True,0,0.069,legitimate,51.69925001442312,0,2.0
1774377148,eva,letmein123,0,True,True,0,0.069,replay,51.69925001442312,1,1.0
1774377148,jack,Sun&Moon_2025!,0,True,True,0,0.0,legitimate,91.76424392348693,0,0.0
1774377151,david,StrongPass!99,0,True,True,0,0.0,legitimate,85.2096550718093,0,3.0
1774377154,karen,IronHorse#77$,0,True,True,0,0.0,legitimate,85.2096550718093,0,3.0
1774377156,olivia,ShadowWolf!2026,0,True,True,0,0.0,legitimate,98.31883277516457,0,2.0
1774377158,henry,BlueSky!7Clouds,0,True,True,0,0.0,legitimate,98.31883277516457,0,2.0
1774377158,henry,BlueSky!7Clouds,0,True,True,0,0.0,replay,98.31883277516457,1,0.0
1774377159,henry,kyle,1,True,False,1,0.02,dictionary,18.801758872564367,1,1.0
1774377161,olivia,paddy,1,True,False,1,0.02,dictionary,23.502198590705458,1,2.0
1774377164,isabel,spikey,1,True,False,1,0.02,dictionary,28.202638308846552,1,3.0
1774377169,frank,456987,1,True,False,1,0.02,dictionary,19.931568569324174,1,5.0
1774377171,charlie,milagros,1,True,False,2,0.04,dictionary,37.603517745128734,1,2.0
1774377174,alice,catarina,1,True,False,3,0.215,dictionary,37.603517745128734,1,3.0
1774377177,karen,micorazon,1,True,False,1,0.02,dictionary,42.303957463269825,1,3.0
1774377179,isabel,angels,1,True,False,2,0.04,dictionary,28.202638308846552,1,2.0
1774377182,leo,singer1,1,True,False,1,0.02,dictionary,36.18947501009619,1,3.0
1774377185,isabel,lalalala,1,True,False,3,0.06,dictionary,37.603517745128734,1,3.0
1774377187,grace,C0smic$Ray_88,0,True,True,0,0.0,legitimate,85.2096550718093,0,2.0
1774377187,grace,C0smic$Ray_88,0,True,True,0,0.0,replay,85.2096550718093,1,0.0
1774377188,nathan,mauro,1,True,False,2,0.04,dictionary,23.502198590705458,1,1.0
1774377188,bob,sweetpea,1,True,False,4,0.08,dictionary,37.603517745128734,1,0.0
1774377188,mia,yasmine,1,True,False,10,0.2,dictionary,32.90307802698764,1,0.0
1774377189,charlie,playboy,1,True,False,3,0.06,dictionary,32.90307802698764,1,1.0
1774377189,eva,amour,1,True,False,1,0.089,dictionary,23.502198590705458,1,0.0
1774377189,frank,pablo,1,True,False,2,0.04,dictionary,23.502198590705458,1,0.0
1774377189,leo,cowboys,1,True,False,2,0.04,dictionary,32.90307802698764,1,0.0
1774377189,jack,whitney1,1,True,False,1,0.02,dictionary,41.3594000115385,1,0.0
1774377189,alice,august14,1,True,False,4,0.235,dictionary,41.3594000115385,1,0.0
1774377190,isabel,laura123,1,True,False,4,0.08,dictionary,41.3594000115385,1,1.0
1774377190,leo,Phoenix_Fire!123,0,True,True,0,0.0,legitimate,104.8734216268422,0,0.0
1774377193,olivia,brandon3,1,True,False,2,0.04,dictionary,41.3594000115385,1,3.0
1774377193,alice,sherman,1,True,False,5,0.255,dictionary,32.90307802698764,1,0.0
1774377193,jack,emilio,1,True,False,2,0.04,dictionary,28.202638308846552,1,0.0
1774377193,bob,torito,1,True,False,5,0.1,dictionary,28.202638308846552,1,0.0
1774377193,leo,benben,1,True,False,1,0.02,dictionary,28.202638308846552,1,0.0
1774377194,eva,lilmama,1,True,False,2,0.109,dictionary,32.90307802698764,1,1.0
1774377194,bob,brett,1,True,False,6,0.12,dictionary,23.502198590705458,1,0.0
1774377194,leo,escuela,1,True,False,2,0.04,dictionary,32.90307802698764,1,0.0
1774377194,nathan,shawn,1,True,False,3,0.06,dictionary,23.502198590705458,1,0.0
1774377194,grace,brownie1,1,True,False,1,0.02,dictionary,41.3594000115385,1,0.0
1774377194,bob,Secure@456,0,True,True,0,0.0,legitimate,65.54588851677637,0,0.0
1774377195,bob,Secure@456,0,True,True,0,0.0,replay,65.54588851677637,1,1.0
1774377195,karen,IronHorse#77$,0,True,True,0,0.0,legitimate,85.2096550718093,0,0.0
1774377198,frank,T!gerLily#2026,0,True,True,0,0.0,legitimate,91.76424392348693,0,3.0
1774377198,frank,T!gerLily#2026,0,True,True,0,0.0,replay,91.76424392348693,1,0.0
